iter	Passed	Remaining
1671	17346	3402
1672	17348	3390
1673	17354	3379
1674	17364	3369
1675	17370	3358
1676	17375	3346
1677	17383	3335
1678	17402	3327
1679	17407	3315
1680	17413	3304
1681	17422	3293
1682	17430	3283
1683	17435	3271
1684	17451	3262
1685	17457	3251
1686	17467	3240
1687	17473	3229
1688	17481	3218
1689	17489	3208
1690	17500	3197
1691	17507	3186
1692	17514	3176
1693	17520	3164
1694	17535	3155
1695	17545	3144
1696	17553	3134
1697	17562	3123
1698	17571	3112
1699	17578	3102
1700	17586	3091
1701	17594	3080
1702	17601	3069
1703	17608	3058
1704	17614	3047
1705	17622	3036
1706	17636	3027
1707	17652	3017
1708	17658	3006
1709	17664	2995
1710	17669	2984
1711	17678	2973
1712	17682	2962
1713	17693	2952
1714	17709	2943
1715	17715	2931
1716	17724	2921
1717	17729	2910
1718	17735	2899
1719	17744	2888
1720	17749	2877
1721	17760	2867
1722	17770	2856
1723	17776	2845
1724	17780	2834
1725	17800	2825
1726	17806	2814
1727	17812	2803
1728	17828	2794
1729	17834	2783
1730	17843	2772
1731	17858	2763
1732	17865	2752
1733	17872	2741
1734	17879	2730
1735	17888	2720
1736	17909	2711
1737	17915	2700
1738	17919	2689
1739	17942	2681
1740	17948	2670
1741	17958	2659
1742	17964	2648
1743	17973	2638
1744	17989	2628
1745	18006	2619
1746	18011	2608
1747	18023	2598
1748	18028	2587
1749	18035	2576
1750	18041	2565
1751	18046	2554
1752	18055	2543
1753	18069	2534
1754	18081	2524
1755	18090	2513
1756	18096	2502
1757	18105	2492
1758	18112	2481
1759	18121	2471
1760	18126	2460
1761	18132	2449
1762	18138	2438
1763	18146	2427
1764	18156	2417
1765	18175	2408
1766	18193	2399
1767	18199	2388
1768	18204	2377
1769	18214	2366
1770	18222	2356
1771	18240	2346
1772	18252	2336
1773	18257	2325
1774	18263	2315
1775	18271	2304
1776	18277	2293
1777	18286	2283
1778	18291	2272
1779	18299	2261
1780	18304	2250
1781	18309	2239
1782	18319	2229
1783	18325	2218
1784	18331	2207
1785	18337	2197
1786	18341	2186
1787	18349	2175
1788	18354	2164
1789	18359	2153
1790	18365	2143
1791	18370	2132
1792	18379	2121
1793	18385	2111
1794	18392	2100
1795	18400	2090
1796	18407	2079
1797	18422	2069
1798	18429	2059
1799	18436	2048
1800	18440	2037
1801	18448	2027
1802	18454	2016
1803	18461	2005
1804	18467	1995
1805	18472	1984
1806	18480	1973
1807	18485	1963
1808	18490	1952
1809	18499	1941
1810	18517	1932
1811	18523	1921
1812	18530	1911
1813	18535	1900
1814	18540	1889
1815	18550	1879
1816	18555	1868
1817	18563	1858
1818	18568	1847
1819	18577	1837
1820	18582	1826
1821	18588	1815
1822	18595	1805
1823	18601	1794
1824	18611	1784
1825	18617	1774
1826	18626	1763
1827	18632	1753
1828	18641	1742
1829	18647	1732
1830	18654	1721
1831	18662	1711
1832	18675	1701
1833	18687	1691
1834	18699	1681
1835	18705	1670
1836	18713	1660
1837	18719	1649
1838	18729	1639
1839	18734	1629
1840	18742	1618
1841	18749	1608
1842	18757	1597
1843	18763	1587
1844	18773	1577
1845	18779	1566
1846	18785	1556
1847	18793	1545
1848	18809	1536
1849	18814	1525
1850	18827	1515
1851	18834	1505
1852	18842	1494
1853	18848	1484
1854	18856	1473
1855	18863	1463
1856	18881	1454
1857	18910	1445
1858	18934	1436
1859	18945	1426
1860	18951	1415
1861	18962	1405
1862	18970	1395
1863	18979	1384
1864	18990	1374
1865	18996	1364
1866	19006	1353
1867	19013	1343
1868	19024	1333
1869	19043	1323
1870	19049	1313
1871	19062	1303
1872	19085	1294
1873	19091	1283
1874	19097	1273
1875	19108	1263
1876	19114	1252
1877	19125	1242
1878	19140	1232
1879	19163	1223
1880	19173	1213
1881	19180	1202
1882	19192	1192
1883	19198	1182
1884	19206	1171
1885	19212	1161
1886	19223	1151
1887	19228	1140
1888	19237	1130
1889	19256	1120
1890	19266	1110
1891	19272	1100
1892	19277	1089
1893	19302	1080
1894	19307	1069
1895	19311	1059
1896	19322	1049
1897	19336	1039
1898	19343	1028
1899	19350	1018
1900	19355	1007
1901	19368	997
1902	19372	987
1903	19381	977
1904	19387	966
1905	19395	956
1906	19432	947
1907	19477	939
1908	19502	929
1909	19511	919
1910	19520	909
1911	19532	898
1912	19544	888
1913	19553	878
1914	19567	868
1915	19583	858
1916	19596	848
1917	19609	838
1918	19627	828
1919	19634	818
1920	19642	807
1921	19689	799
1922	19705	789
1923	19721	779
1924	19762	769
1925	19778	759
1926	19821	750
1927	19872	742
1928	19892	732
1929	19934	723
1930	19947	712
1931	19991	703
1932	20012	693
1933	20021	683
1934	20029	672
1935	20036	662
1936	20046	652
1937	20054	641
1938	20063	631
1939	20069	620
1940	20080	610
1941	20086	599
1942	20096	589
1943	20101	579
1944	20111	568
1945	20117	558
1946	20131	548
1947	20142	537
1948	20166	527
1949	20178	517
1950	20192	507
1951	20196	496
1952	20206	486
1953	20211	475
1954	20224	465
1955	20229	455
1956	20237	444
1957	20252	434
1958	20258	423
1959	20262	413
1960	20268	403
1961	20282	392
1962	20287	382
1963	20292	371
1964	20297	361
1965	20303	351
1966	20307	340
1967	20315	330
1968	20320	319
1969	20325	309
1970	20330	299
1971	20336	288
1972	20341	278
1973	20350	268
1974	20360	257
1975	20382	247
1976	20389	237
1977	20408	226
1978	20420	216
1979	20425	206
1980	20430	195
1981	20435	185
1982	20440	175
1983	20455	164
1984	20461	154
1985	20469	144
1986	20475	133
1987	20489	123
1988	20495	113
1989	20520	103
1990	20527	92
1991	20533	82
1992	20538	72
1993	20544	61
1994	20550	51
1995	20563	41
1996	20569	30
1997	20576	20
1998	20580	10
1999	20586	0
